POS,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,year
116,Mithun ManhasPWI,3,2,2,13,11*,0.00,17,76.47,0,0,1,0,2013
117,Ajit AgarkarDC,4,2,1,12,9*,12.00,16,75.00,0,0,0,0,2013
118,Andre RussellDC,3,2,0,11,7,5.50,14,78.57,0,0,0,0,2013
119,Rahul SharmaPWI,11,6,2,11,10*,2.75,17,64.70,0,0,1,0,2013
120,Thalaivan SargunamSRH,1,1,0,10,10,10.00,17,58.82,0,0,0,0,2013
121,Syed MohammadRCB,4,2,0,10,9,5.00,13,76.92,0,0,1,0,2013
122,Sachithra SenanayakeKKR,8,4,3,10,7*,10.00,17,58.82,0,0,0,0,2013
123,Nathan Coulter-NileMI,1,1,0,9,9,9.00,6,150.00,0,0,0,1,2013
124,Karun NairRCB,2,2,0,9,9,4.50,12,75.00,0,0,0,0,2013
125,Naman OjhaDC,2,2,1,9,9,9.00,10,90.00,0,0,1,0,2013
126,Ashok DindaPWI,13,5,3,9,6*,4.50,11,81.81,0,0,1,0,2013
127,Lakshmipathy BalajiKKR,13,3,2,9,9*,9.00,10,90.00,0,0,1,0,2013
128,Lasith MalingaMI,17,6,2,9,7,2.25,18,50.00,0,0,1,0,2013
129,Marlon SamuelsPWI,2,2,0,8,5,4.00,18,44.44,0,0,1,0,2013
130,Iqbal AbdullaKKR,5,2,2,8,6*,0.00,14,57.14,0,0,0,0,2013
131,Udit BirlaPWI,2,1,0,7,7,7.00,14,50.00,0,0,1,0,2013
132,Siddarth KaulDC,6,2,2,7,7*,0.00,9,77.77,0,0,0,0,2013
133,Brendon McCullumKKR,1,1,0,6,6,6.00,7,85.71,0,0,1,0,2013
134,Paul ValthatyPBKS,1,1,0,6,6,6.00,17,35.29,0,0,0,0,2013
135,Dan ChristianRCB,2,2,0,6,4,3.00,15,40.00,0,0,0,0,2013
136,Quinton de KockSRH,3,3,0,6,4,2.00,15,40.00,0,0,1,0,2013
137,Dimitri MascarenhasPBKS,1,1,1,5,5*,0.00,5,100.00,0,0,0,0,2013
138,Paras DograKKR,1,1,0,5,5,5.00,8,62.50,0,0,0,0,2013
139,Mahesh RawatPWI,2,2,1,5,5,5.00,11,45.45,0,0,0,0,2013
140,Parveez RasoolPWI,2,2,1,5,4*,5.00,9,55.55,0,0,0,0,2013
141,Ali MurtazaPWI,3,1,0,5,5,5.00,4,125.00,0,0,1,0,2013
142,Mohammad ShamiKKR,3,1,0,5,5,5.00,10,50.00,0,0,0,0,2013
143,Wayne ParnellPWI,4,1,0,5,5,5.00,7,71.42,0,0,0,0,2013
144,Ben LaughlinCSK,2,2,1,4,4*,4.00,9,44.44,0,0,0,0,2013
145,Pradeep SangwanKKR,2,1,1,4,4*,0.00,2,200.00,0,0,1,0,2013
146,Raiphi GomezPWI,2,1,1,4,4*,0.00,1,400.00,0,0,1,0,2013
147,Ajit ChandilaRR,8,1,1,4,4*,0.00,6,66.66,0,0,0,0,2013
148,Ryan McLarenKKR,2,2,0,3,2,1.50,6,50.00,0,0,0,0,2013
149,Harmeet Singh BansalPBKS,3,1,0,3,3,3.00,4,75.00,0,0,0,0,2013
150,Pravin TambeRR,3,1,1,3,3*,0.00,6,50.00,0,0,0,0,2013
151,Laxmi Ratan ShuklaKKR,4,2,0,3,2,1.50,12,25.00,0,0,0,0,2013
152,Sachin BabyRR,4,1,0,3,3,3.00,7,42.85,0,0,0,0,2013
153,Siddharth TrivediRR,17,2,1,3,3,3.00,7,42.85,0,0,0,0,2013
154,Abhimanyu MithunRCB,1,1,0,2,2,2.00,2,100.00,0,0,0,0,2013
155,Ajantha MendisPWI,3,1,0,2,2,2.00,4,50.00,0,0,0,0,2013
156,Ryan HarrisPBKS,3,2,1,2,2*,2.00,5,40.00,0,0,0,0,2013
157,Murali KartikRCB,11,2,1,2,2*,2.00,3,66.66,0,0,0,0,2013
158,Pragyan OjhaMI,16,3,2,2,1*,2.00,4,50.00,0,0,0,0,2013
1,Chris GayleRCB,15,14,2,733,128*,61.08,456,160.74,1,7,46,59,2012
2,Gautam GambhirKKR,17,17,2,590,93,39.33,411,143.55,0,6,64,17,2012
3,Shikhar DhawanDEC,15,15,1,569,84,40.64,439,129.61,0,5,58,18,2012
4,Ajinkya RahaneRR,16,16,2,560,103*,40.00,433,129.33,1,3,73,10,2012
5,Virender SehwagDC,16,16,1,495,87*,33.00,307,161.23,0,5,57,19,2012
6,Cameron WhiteDEC,13,13,2,479,78,43.54,320,149.68,0,5,41,20,2012
7,Rahul DravidRR,16,16,0,462,58,28.87,412,112.13,0,2,63,4,2012
8,Suresh RainaCSK,19,18,1,441,73,25.94,325,135.69,0,1,36,19,2012
9,Rohit SharmaMI,17,16,2,433,109*,30.92,342,126.60,1,3,39,18,2012
10,Mandeep SinghPBKS,16,16,0,432,75,27.00,342,126.31,0,2,53,7,2012
11,Jacques KallisKKR,17,17,1,409,79,25.56,384,106.51,0,2,34,10,2012
12,Robin UthappaPWI,16,16,1,405,69,27.00,343,118.07,0,2,38,10,2012
13,Faf du PlessisCSK,13,12,0,398,73,33.16,304,130.92,0,3,29,17,2012
14,David HusseyPBKS,16,15,3,396,68*,33.00,305,129.83,0,2,28,17,2012
15,Dwayne BravoCSK,19,16,8,371,48,46.37,264,140.53,0,0,20,20,2012
16,Virat KohliRCB,16,15,2,364,73*,28.00,326,111.65,0,2,33,9,2012
17,Steve SmithPWI,15,14,5,362,47*,40.22,267,135.58,0,0,24,14,2012
18,MS DhoniCSK,19,17,5,358,51*,29.83,278,128.77,0,1,26,9,2012
19,Owais ShahRR,13,13,4,340,76,37.77,256,132.81,0,3,24,16,2012
20,Shaun MarshPBKS,13,13,2,336,68*,30.54,280,120.00,0,2,39,7,2012
21,Murali VijayCSK,14,14,1,336,113,25.84,267,125.84,1,0,39,10,2012
22,Mahela JayawardenaDC,16,15,3,335,56*,27.91,298,112.41,0,3,39,3,2012
23,Ambati RayuduMI,17,15,6,333,81*,37.00,252,132.14,0,2,21,14,2012
24,Sachin TendulkarMI,13,13,2,324,74,29.45,283,114.48,0,2,39,4,2012
25,AB de VilliersRCB,16,13,5,319,64*,39.87,198,161.11,0,3,26,15,2012
26,Kevin PietersenDC,8,8,3,305,103*,61.00,207,147.34,1,1,22,20,2012
27,Brendon McCullumKKR,12,12,0,289,56,24.08,283,102.12,0,1,37,3,2012
28,Tillakaratne DilshanRCB,10,9,1,285,76*,35.62,261,109.19,0,3,33,5,2012
29,Sourav GangulyPWI,15,15,0,268,45,17.86,271,98.89,0,0,30,4,2012
30,Michael HusseyCSK,8,8,0,261,56,32.62,236,110.59,0,2,28,8,2012
31,Manoj TiwaryKKR,16,15,5,260,59,26.00,246,105.69,0,1,21,3,2012
32,David WarnerDC,8,8,1,256,109*,36.57,156,164.10,1,1,28,14,2012
33,Jesse RyderPWI,11,11,1,256,86,25.60,212,120.75,0,2,23,8,2012
34,Shane WatsonRR,7,7,1,255,90*,42.50,168,151.78,0,2,26,14,2012
35,Naman OjhaDC,18,16,5,255,64*,23.18,224,113.83,0,1,21,13,2012
36,Brad HodgeRR,12,12,4,245,48*,30.62,175,140.00,0,0,18,9,2012
37,JP DuminyDEC,9,9,6,244,74,81.33,190,128.42,0,2,13,11,2012
38,Dinesh KarthikMI,17,14,1,238,44,18.30,213,111.73,0,0,30,2,2012
39,Mayank AgarwalRCB,16,12,1,225,64*,20.45,158,142.40,0,1,19,15,2012
40,James FranklinMI,12,11,2,220,79,24.44,223,98.65,0,1,15,6,2012
41,Kieron PollardMI,14,11,2,220,64,24.44,159,138.36,0,2,15,14,2012
42,Ashok MenariaRR,15,12,1,220,40,20.00,202,108.91,0,0,14,8,2012
43,Manvinder BislaKKR,7,7,0,213,89,30.42,160,133.12,0,1,16,10,2012
44,Kumar SangakkaraDEC,12,12,1,200,82,18.18,184,108.69,0,1,21,4,2012
45,Ross TaylorDC,12,12,2,197,55,19.70,171,115.20,0,1,12,7,2012
46,Subramaniam BadrinathCSK,15,9,2,196,57,28.00,181,108.28,0,1,23,2,2012
47,Parthiv PatelDEC,14,13,2,194,45,17.63,165,117.57,0,0,19,4,2012
48,Yusuf PathanKKR,17,16,6,194,40*,19.40,169,114.79,0,0,10,7,2012
49,Saurabh TiwaryRCB,15,11,3,191,36*,23.87,170,112.35,0,0,9,8,2012
50,Ravindra JadejaCSK,19,14,2,191,48,15.91,151,126.49,0,0,13,9,2012
51,Azhar MahmoodPBKS,11,10,2,186,36,23.25,142,130.98,0,0,16,8,2012
52,Irfan PathanDC,17,12,5,176,42*,25.14,126,139.68,0,0,14,6,2012
53,Adam GilchristPBKS,7,7,2,172,64*,34.40,143,120.27,0,1,21,4,2012
54,Dwayne SmithMI,7,6,2,157,87*,39.25,98,160.20,0,1,18,7,2012
55,Yogesh NagarDC,13,8,3,152,43*,30.40,133,114.28,0,0,13,3,2012
56,Dan ChristianDEC,7,7,2,145,39,29.00,118,122.88,0,0,8,6,2012
57,Manish PandeyPWI,10,9,2,143,80*,20.42,112,127.67,0,1,12,6,2012
58,Nitin SainiPBKS,10,10,0,140,50,14.00,141,99.29,0,1,16,0,2012
59,Venugopal RaoDC,10,7,1,132,36,22.00,126,104.76,0,0,8,5,2012
60,Angelo MathewsPWI,9,8,1,127,35,18.14,108,117.59,0,0,5,4,2012
61,Debabrata DasKKR,15,10,7,126,35*,42.00,93,135.48,0,0,9,6,2012
62,Marlon SamuelsPWI,8,8,1,124,46,17.71,123,100.81,0,0,7,5,2012
63,Mithun ManhasPWI,10,7,3,120,42*,30.00,96,125.00,0,0,10,4,2012
64,Daniel HarrisDEC,4,4,0,111,47,27.75,101,109.90,0,0,11,5,2012
65,Harbhajan SinghMI,17,11,2,108,33,12.00,80,135.00,0,0,14,3,2012
66,Albie MorkelCSK,16,12,5,107,28,15.28,68,157.35,0,0,5,6,2012
67,Piyush ChawlaPBKS,16,12,4,106,21*,13.25,88,120.45,0,0,9,4,2012
68,David MillerPBKS,6,6,3,98,34*,32.66,75,130.66,0,0,6,4,2012
69,Michael ClarkePWI,6,6,0,98,41,16.33,93,105.37,0,0,12,0,2012
70,Shakib Al HasanKKR,8,7,1,91,42,15.16,74,122.97,0,0,6,3,2012
71,Stuart BinnyRR,8,6,2,90,30,22.50,67,134.32,0,0,9,3,2012
72,Anustup MajumdarPWI,4,4,0,87,31,21.75,76,114.47,0,0,7,2,2012
73,Gurkeerat Mann SinghPBKS,5,4,1,86,29*,28.66,52,165.38,0,0,12,2,2012
74,Richard LeviMI,6,6,0,83,50,13.83,73,113.69,0,1,10,4,2012
75,Herschelle GibbsMI,3,3,1,81,66*,40.50,88,92.04,0,1,8,2,2012
76,Laxmi Ratan ShuklaKKR,11,8,2,75,26,12.50,57,131.57,0,0,4,5,2012
77,Akshath ReddyDEC,5,3,0,73,42,24.33,59,123.72,0,0,6,2,2012
78,Bipul SharmaPBKS,5,4,1,72,35*,24.00,47,153.19,0,0,6,3,2012
79,Shreevats GoswamiRR,11,6,1,69,24,13.80,67,102.98,0,0,4,1,2012
80,Vinay KumarRCB,15,7,2,68,25,13.60,62,109.67,0,0,3,2,2012
81,Siddharth ChitnisPBKS,6,4,1,66,38,22.00,62,106.45,0,0,7,1,2012
82,Johan BothaRR,11,7,3,58,14*,14.50,54,107.40,0,0,4,1,2012
83,Aaron FinchDC,2,2,0,55,30,27.50,51,107.84,0,0,8,0,2012
84,Lasith MalingaMI,14,6,0,55,17,9.16,53,103.77,0,0,4,3,2012
85,Callum FergusonPWI,4,4,0,50,23,12.50,63,79.36,0,0,3,0,2012
86,Andre RussellDC,4,2,0,47,31,23.50,26,180.76,0,0,3,3,2012
87,Andrew McDonaldRCB,4,3,1,47,30,23.50,35,134.28,0,0,6,2,2012
88,Abhishek NayarPBKS,4,4,1,45,24,15.00,49,91.83,0,0,2,1,2012
89,Brett LeeKKR,10,3,1,42,25,21.00,20,210.00,0,0,2,4,2012
90,Bhuvneshwar KumarPWI,11,9,6,40,11*,13.33,40,100.00,0,0,4,0,2012
91,Kevon CooperRR,6,4,2,38,14,19.00,20,190.00,0,0,3,3,2012
92,Bharat ChipliDEC,5,4,1,37,25*,12.33,35,105.71,0,0,3,2,2012
93,Unmukt ChandDC,2,2,0,36,18,18.00,34,105.88,0,0,2,3,2012
94,Pawan NegiDC,8,4,2,36,14,18.00,29,124.13,0,0,4,1,2012
95,Ashish ReddyDEC,9,6,2,35,10*,8.75,29,120.68,0,0,3,1,2012
96,Praveen KumarPBKS,16,7,4,35,10,11.66,30,116.66,0,0,2,1,2012
97,Rajat BhatiaKKR,17,6,3,35,12,11.66,28,125.00,0,0,4,0,2012
98,Robin PetersonMI,5,5,2,32,16*,10.66,30,106.66,0,0,3,1,2012
99,Daniel VettoriRCB,9,6,2,31,20,7.75,26,119.23,0,0,3,1,2012
100,Paul ValthatyPBKS,6,6,0,30,13,5.00,51,58.82,0,0,4,0,2012
101,Murali KartikPWI,11,4,4,26,14*,0.00,21,123.80,0,0,1,1,2012
102,Dishant YagnikRR,5,3,2,25,10*,25.00,13,192.30,0,0,5,0,2012
103,Abhishek JhunjhunwalaDEC,5,3,1,24,19,12.00,26,92.30,0,0,1,1,2012
104,Ryan ten DoeschateKKR,3,3,1,21,11,10.50,21,100.00,0,0,1,1,2012
105,Alfonso ThomasPWI,4,2,0,19,12,9.50,15,126.66,0,0,1,1,2012
106,Srikkanth AnirudhaCSK,4,2,2,19,18*,0.00,7,271.42,0,0,1,2,2012
107,Wayne ParnellPWI,6,5,1,19,11,4.75,27,70.37,0,0,2,0,2012
108,Dale SteynDEC,12,6,1,19,7,3.80,21,90.47,0,0,0,1,2012
109,Ryan HarrisPBKS,5,2,1,18,15*,18.00,11,163.63,0,0,1,1,2012
110,Ankit SharmaDEC,9,4,1,18,15,6.00,13,138.46,0,0,0,2,2012
111,Ravichandran AshwinCSK,19,5,2,18,8,6.00,15,120.00,0,0,2,0,2012
112,Cheteshwar PujaraRCB,3,3,0,17,11,5.66,22,77.27,0,0,1,1,2012
113,Amit MishraDEC,14,5,2,16,8*,5.33,20,80.00,0,0,1,0,2012
114,Tirumalasetti SumanMI,2,2,0,15,10,7.50,19,78.94,0,0,1,1,2012
115,Ishank JaggiDEC,3,3,1,15,10*,7.50,21,71.42,0,0,0,0,2012
116,Paras DograPBKS,3,3,1,15,6,7.50,24,62.50,0,0,0,0,2012
117,Harmeet Singh BansalPBKS,7,2,1,15,14,15.00,7,214.28,0,0,3,0,2012
118,Brad HoggRR,9,3,1,15,13,7.50,16,93.75,0,0,1,0,2012
119,Harshal PatelRCB,12,3,1,15,10,7.50,15,100.00,0,0,1,0,2012
120,Mohammad KaifRCB,1,1,0,14,14,14.00,16,87.50,0,0,1,0,2012
121,Sreenath AravindRCB,1,1,1,14,14*,0.00,8,175.00,0,0,3,0,2012
122,James FaulknerPBKS,2,2,1,14,11*,14.00,13,107.69,0,0,0,0,2012
123,Dimitri MascarenhasPBKS,4,3,0,14,9,4.66,16,87.50,0,0,1,0,2012
124,Doug BracewellDC,1,1,1,12,12*,0.00,9,133.33,0,0,1,0,2012
125,Zaheer KhanRCB,16,5,3,12,11*,6.00,17,70.58,0,0,1,0,2012
126,Krishnakant UpadhyayPWI,1,1,1,11,11*,0.00,8,137.50,0,0,0,1,2012
127,Ankeet ChavanRR,8,2,1,11,7*,11.00,8,137.50,0,0,2,0,2012
128,Ashish NehraPWI,13,2,2,11,9*,0.00,12,91.66,0,0,1,0,2012
129,Dhawal KulkarniMI,2,1,1,10,10*,0.00,5,200.00,0,0,2,0,2012
130,Sunil NarineKKR,15,2,1,9,9*,9.00,7,128.57,0,0,2,0,2012
131,Clint McKayMI,2,1,0,8,8,8.00,15,53.33,0,0,0,0,2012
132,Juan TheronDEC,2,1,1,7,7*,0.00,6,116.66,0,0,1,0,2012
133,Shadab JakatiCSK,15,2,2,7,6*,0.00,12,58.33,0,0,0,0,2012
134,Chris LynnDEC,1,1,0,6,6,6.00,9,66.66,0,0,1,0,2012
135,Harpreet SinghPWI,1,1,0,6,6,6.00,6,100.00,0,0,0,0,2012
136,Asad PathanRCB,2,2,1,6,4,6.00,7,85.71,0,0,0,0,2012
137,Glenn MaxwellDC,2,2,1,6,3*,6.00,11,54.54,0,0,0,0,2012
138,Wriddhiman SahaCSK,4,1,0,6,6,6.00,14,42.85,0,0,0,0,2012
139,Bhargav BhattPBKS,5,1,1,6,6*,0.00,2,300.00,0,0,0,1,2012
140,Muttiah MuralitharanRCB,10,2,0,6,6,3.00,9,66.66,0,0,0,0,2012
141,RP SinghMI,11,5,3,6,3,3.00,12,50.00,0,0,0,0,2012
142,Nuwan KulasekaraCSK,5,1,1,5,5*,0.00,3,166.66,0,0,1,0,2012
143,Pragyan OjhaMI,9,3,1,5,4,2.50,14,35.71,0,0,0,0,2012
144,Siddharth TrivediRR,14,1,1,5,5*,0.00,6,83.33,0,0,0,0,2012
145,Mohnish MishraPWI,1,1,0,4,4,4.00,4,100.00,0,0,1,0,2012
146,Dwaraka Ravi TejaDEC,2,2,0,4,4,2.00,4,100.00,0,0,1,0,2012
147,Syed MohammadRCB,2,1,1,4,4*,0.00,1,400.00,0,0,1,0,2012
148,Thisara PereraMI,2,2,1,4,4*,4.00,9,44.44,0,0,0,0,2012
149,Manpreet GonyDEC,6,1,0,4,4,4.00,8,50.00,0,0,0,0,2012
150,Parvinder AwanaPBKS,12,2,2,4,4*,0.00,5,80.00,0,0,0,0,2012
151,Ali MurtazaPWI,1,1,1,3,3*,0.00,5,60.00,0,0,0,0,2012
152,Doug BollingerCSK,6,1,0,3,3,3.00,5,60.00,0,0,0,0,2012
153,Morne MorkelDC,16,4,2,3,2*,1.50,5,60.00,0,0,0,0,2012
154,Ashok DindaPWI,7,1,0,2,2,2.00,5,40.00,0,0,0,0,2012
155,Rahul SharmaPWI,11,5,1,2,2,0.50,11,18.18,0,0,0,0,2012
156,Umesh YadavDC,17,3,1,2,1*,1.00,7,28.57,0,0,0,0,2012
157,Varun AaronDC,8,2,0,1,1,0.50,3,33.33,0,0,0,0,2012
1,Chris GayleRCB,12,12,3,608,107,67.55,332,183.13,2,3,57,44,2011
2,Virat KohliRCB,16,16,4,557,71,46.41,460,121.08,0,4,55,16,2011
3,Sachin TendulkarMI,16,16,3,553,100*,42.53,488,113.31,1,2,67,5,2011
4,Shaun MarshPBKS,14,13,1,504,95,42.00,344,146.51,0,4,52,20,2011
5,Michael HusseyCSK,14,14,2,492,83*,41.00,414,118.84,0,4,53,6,2011
6,Paul ValthatyPBKS,14,14,1,463,120*,35.61,338,136.98,1,2,56,20,2011
7,Suresh RainaCSK,16,16,2,438,73*,31.28,325,134.76,0,4,36,17,2011
8,Murali VijayCSK,16,16,0,434,95,27.12,339,128.02,0,3,34,20,2011
9,Virender SehwagDC,11,11,0,424,119,38.54,240,176.66,1,2,51,18,2011
10,Jacques KallisKKR,15,14,2,424,80*,35.33,378,112.16,0,4,46,6,2011
11,Shikhar DhawanDEC,14,14,2,400,95*,33.33,310,129.03,0,2,47,7,2011
12,Subramaniam BadrinathCSK,16,13,6,396,71*,56.57,313,126.51,0,5,38,9,2011
13,Ambati RayuduMI,16,16,2,395,63*,28.21,350,112.85,0,4,44,9,2011
14,MS DhoniCSK,16,13,4,392,70*,43.55,247,158.70,0,2,25,23,2011
15,Adam GilchristPBKS,14,14,0,383,106,27.35,295,129.83,1,2,41,18,2011
16,Gautam GambhirKKR,15,15,4,378,75*,34.36,317,119.24,0,2,44,3,2011
17,Rohit SharmaMI,16,14,3,372,87,33.81,297,125.25,0,3,32,13,2011
18,Manoj TiwaryKKR,15,14,7,359,61*,51.28,325,110.46,0,1,26,14,2011
19,Kumar SangakkaraDEC,13,13,0,358,65,27.53,293,122.18,0,1,44,5,2011
20,Brendon McCullumKTK,13,13,0,357,81,27.46,275,129.81,0,1,35,16,2011
21,Rahul DravidRR,12,12,1,343,66,31.18,314,109.23,0,1,45,2,2011
22,Yuvraj SinghPWI,14,13,3,343,66*,34.30,261,131.41,0,2,24,18,2011
23,Venugopal RaoDC,14,14,2,336,60,28.00,280,120.00,0,1,30,13,2011
24,Shane WatsonRR,11,11,1,330,89*,33.00,253,130.43,0,1,31,17,2011
25,David WarnerDC,13,13,0,324,77,24.92,276,117.39,0,3,34,11,2011
26,AB de VilliersRCB,16,13,4,312,65,34.66,243,128.39,0,2,21,14,2011
27,Mahela JayawardenaKTK,13,13,0,299,76,23.00,257,116.34,0,3,35,5,2011
28,Jesse RyderPWI,13,13,0,292,60,22.46,197,148.22,0,2,37,11,2011
29,Brad HodgeKTK,14,14,6,285,51*,35.62,236,120.76,0,1,26,9,2011
30,Ravindra JadejaKTK,14,12,3,283,47,31.44,228,124.12,0,0,20,14,2011
31,Yusuf PathanKKR,15,11,1,283,47*,28.30,201,140.79,0,0,24,13,2011
32,Dinesh KarthikPBKS,14,13,2,282,69,25.63,220,128.18,0,1,32,7,2011
33,Robin UthappaPWI,14,13,3,264,45,26.40,209,126.31,0,0,27,10,2011
34,Sunny SohalDEC,11,10,0,249,62,24.90,191,130.36,0,2,25,10,2011
35,Manish PandeyPWI,10,9,0,246,59,27.33,227,108.37,0,1,28,6,2011
36,Johan BothaRR,10,9,4,230,67*,46.00,198,116.16,0,1,20,2,2011
37,Tillakaratne DilshanRCB,10,10,2,226,59*,28.25,180,125.55,0,2,33,3,2011
38,Bharat ChipliDEC,14,13,5,207,61*,25.87,170,121.76,0,1,21,4,2011
39,JP DuminyDEC,10,10,0,205,55,20.50,174,117.81,0,1,9,8,2011
40,Parthiv PatelKTK,14,13,3,202,37*,20.20,183,110.38,0,0,25,2,2011
41,James HopesDC,10,8,3,196,55,39.20,158,124.05,0,2,22,3,2011
42,Dan ChristianDEC,14,13,2,190,30,17.27,159,119.49,0,0,9,7,2011
43,Saurabh TiwaryRCB,16,13,5,187,42*,23.37,188,99.46,0,0,13,5,2011
44,Dwaraka Ravi TejaDEC,12,9,2,183,60,26.14,144,127.08,0,1,17,4,2011
45,Ross TaylorRR,12,11,6,181,47*,36.20,152,119.07,0,0,11,7,2011
46,Ashok MenariaRR,13,10,1,180,34,20.00,152,118.42,0,0,10,10,2011
47,Naman OjhaDC,14,14,1,160,29,12.30,161,99.37,0,0,11,11,2011
48,Irfan PathanDC,14,12,4,150,44*,18.75,138,108.69,0,0,12,6,2011
49,Kieron PollardMI,16,13,3,146,28,14.60,133,109.77,0,0,12,6,2011
50,Mayank AgarwalRCB,8,7,0,141,41,20.14,120,117.50,0,0,16,4,2011
51,Albie MorkelCSK,15,13,7,138,30*,23.00,102,135.29,0,0,8,8,2011
52,Eoin MorganKKR,12,9,0,137,66,15.22,117,117.09,0,1,17,3,2011
53,Andrew SymondsMI,11,9,5,135,44*,33.75,138,97.82,0,0,9,3,2011
54,Aiden BlizzardMI,6,6,0,120,51,20.00,87,137.93,0,1,21,2,2011
55,Ajinkya RahaneRR,10,7,1,120,52,20.00,98,122.44,0,1,12,2,2011
56,Mithun ManhasPWI,10,10,0,114,35,11.40,123,92.68,0,0,8,4,2011
57,Yogesh NagarDC,11,10,3,111,23,15.85,100,111.00,0,0,6,6,2011
58,Ryan ten DoeschateKKR,6,3,1,107,70*,53.50,73,146.57,0,1,9,5,2011
59,James FranklinMI,8,5,3,107,45*,53.50,78,137.17,0,0,10,2,2011
60,Cameron WhiteDEC,6,6,2,104,31*,26.00,109,95.41,0,0,6,2,2011
61,Harbhajan SinghMI,15,8,5,103,30,34.33,71,145.07,0,0,9,6,2011
62,Davy JacobsMI,6,6,0,92,32,15.33,88,104.54,0,0,10,4,2011
63,Ryan McLarenPBKS,6,4,1,90,51*,30.00,96,93.75,0,1,7,1,2011
64,Srikkanth AnirudhaCSK,9,5,1,83,64,20.75,74,112.16,0,1,6,3,2011
65,Travis BirtDC,5,5,0,75,27,15.00,58,129.31,0,0,9,2,2011
66,Michael KlingerKTK,4,4,0,73,29,18.25,77,94.80,0,0,9,0,2011
67,Manvinder BislaKKR,5,5,0,72,27,14.40,89,80.89,0,0,8,0,2011
68,Wriddhiman SahaCSK,7,3,2,68,46*,68.00,63,107.93,0,0,2,4,2011
69,Amit MishraDEC,14,9,5,68,25*,17.00,49,138.77,0,0,9,1,2011
70,Mohnish MishraPWI,6,5,1,67,37*,16.75,60,111.66,0,0,5,2,2011
71,Tirumalasetti SumanMI,8,7,1,65,36,10.83,51,127.45,0,0,5,5,2011
72,David HusseyPBKS,8,8,2,64,21*,10.66,63,101.58,0,0,3,3,2011
73,Abhishek NayarPBKS,10,9,2,61,17*,8.71,67,91.04,0,0,9,0,2011
74,Abhishek RautRR,7,4,1,60,25,20.00,58,103.44,0,0,5,1,2011
75,Luke PomersbachRCB,5,4,0,51,29,12.75,39,130.76,0,0,4,2,2011
76,Sourav GangulyPWI,4,3,1,50,32*,25.00,59,84.74,0,0,3,2,2011
77,Mitchell MarshPWI,5,3,1,50,37,25.00,49,102.04,0,0,2,3,2011
78,Vinay KumarKTK,13,7,1,50,18,8.33,47,106.38,0,0,4,1,2011
79,Amit PaunikarRR,4,4,0,49,20,12.25,57,85.96,0,0,9,0,2011
80,Callum FergusonPWI,5,4,2,48,16,24.00,54,88.88,0,0,6,0,2011
81,Piyush ChawlaPBKS,12,6,3,48,15,16.00,55,87.27,0,0,2,2,2011
82,Aaron FinchDC,6,6,0,47,25,7.83,46,102.17,0,0,3,3,2011
83,Mandeep SinghPBKS,6,5,1,47,15*,11.75,41,114.63,0,0,4,1,2011
84,Raiphi GomezKTK,11,8,3,46,26*,9.20,50,92.00,0,0,4,1,2011
85,VVS LaxmanKTK,3,3,0,44,36,14.66,42,104.76,0,0,3,2,2011
86,Sunny SinghPBKS,6,5,1,43,20,10.75,31,138.70,0,0,6,1,2011
87,Graeme SmithPWI,4,4,0,42,24,10.50,51,82.35,0,0,6,0,2011
88,Mohammad KaifRCB,8,4,1,41,15,13.66,33,124.24,0,0,5,0,2011
89,Morne MorkelDC,11,5,3,40,16*,20.00,25,160.00,0,0,3,2,2011
90,Stuart BinnyRR,6,2,1,37,30,37.00,31,119.35,0,0,2,1,2011
91,Wayne ParnellPWI,8,5,2,37,16,12.33,39,94.87,0,0,2,1,2011
92,Dale SteynDEC,12,5,1,36,13,9.00,35,102.85,0,0,3,0,2011
93,Cheteshwar PujaraRCB,7,3,0,34,25,11.33,31,109.67,0,0,4,0,2011
94,Asad PathanRCB,6,5,1,33,14,8.25,16,206.25,0,0,5,2,2011
95,Ryan HarrisPBKS,13,7,2,31,17,6.20,39,79.48,0,0,3,0,2011
96,Shreevats GoswamiKKR,5,4,0,29,22,7.25,29,100.00,0,0,5,0,2011
97,Shakib Al HasanKKR,7,3,1,29,26,14.50,22,131.81,0,0,4,0,2011
98,Ishank JaggiDEC,2,2,0,28,25,14.00,37,75.67,0,0,3,0,2011
99,Abhimanyu MithunRCB,12,6,3,27,11,9.00,20,135.00,0,0,3,1,2011
100,Praveen KumarPBKS,13,7,4,27,15*,9.00,31,87.09,0,0,2,1,2011
101,Nathan McCullumPWI,2,2,1,26,15,26.00,22,118.18,0,0,0,1,2011
102,Owais ShahKTK,3,2,0,26,23,13.00,15,173.33,0,0,1,2,2011
103,Rajagopal SathishMI,9,3,1,25,18*,12.50,34,73.52,0,0,1,0,2011
104,Rajat BhatiaKKR,14,6,3,25,11,8.33,22,113.63,0,0,3,0,2011
105,Rahul SharmaPWI,14,5,2,24,13,8.00,21,114.28,0,0,1,2,2011
106,Bipul SharmaPBKS,4,3,2,23,16*,23.00,18,127.77,0,0,1,0,2011
107,Thisara PereraKTK,4,2,0,23,22,11.50,27,85.18,0,0,4,0,2011
108,Daniel VettoriRCB,13,4,3,23,18*,23.00,28,82.14,0,0,1,1,2011
